"name","mass_list_name","mean_area","sample_location"
"Medazepam","kps_psychoactive_substances_v2",2019640.83573625,"palapye wwtp surface water"
"Medazepam","kps_psychoactive_substances_v2",1560715.09650172,"francistown wwtp surface water"
"Mephobarbital","kps_psychoactive_substances_v2",4504809.35920578,"palapye wwtp (eff) waste water"
"Mephobarbital","kps_psychoactive_substances_v2",5792938.7714883,"palapye wwtp surface water"
"Mephobarbital","kps_psychoactive_substances_v2",782518.476520812,"francistown wwtp surface water"
"Mephobarbital","kps_psychoactive_substances_v2",1264346.5417397,"kasane wwtp (main) surface water"
"Mephobarbital","kps_psychoactive_substances_v2",1363022.68160137,"kasane wwtp (overflow) surface water"
"Mephobarbital","kps_psychoactive_substances_v2",1612334.42584928,"maun wwtp (main) waste water"
"Mephobarbital","kps_psychoactive_substances_v2",1647517.38694515,"glen valley (reclamation) surface water"
"Mephobarbital","kps_psychoactive_substances_v2",2720651.22936449,"glen valley (recreational) surface water"
"Mescaline","kps_psychoactive_substances_v2",1662249.05866891,"francistown wwtp surface water"
"Mescaline","kps_psychoactive_substances_v2",2935473.9094669,"maun wwtp (main) waste water"
"Mescaline","kps_psychoactive_substances_v2",503661.041281367,"glen valley (reclamation) surface water"
"Mescaline","kps_psychoactive_substances_v2",972956.846594945,"glen valley (recreational) surface water"
"Methandrostenolone","kps_psychoactive_substances_v2",2010723.57956745,"palapye wwtp (eff) waste water"
"Methandrostenolone","kps_psychoactive_substances_v2",3926613.59633631,"palapye wwtp surface water"
"Methandrostenolone","kps_psychoactive_substances_v2",3169496.21912258,"francistown wwtp surface water"
"Methandrostenolone","kps_psychoactive_substances_v2",2053424.81101546,"kasane wwtp (main) surface water"
"Methandrostenolone","kps_psychoactive_substances_v2",1256631.61440123,"kasane (main) surface water"
"Methandrostenolone","kps_psychoactive_substances_v2",193631.958874702,"maun beach (before) surface water"
"Methandrostenolone","kps_psychoactive_substances_v2",7021427.0232616,"maun beach (after) surface water"
"Methasterone","kps_psychoactive_substances_v2",468235.684121015,"lecheng spring surface water"
"Methasterone","kps_psychoactive_substances_v2",973246.26044661,"palapye wwtp (eff) waste water"
"Methasterone","kps_psychoactive_substances_v2",1990748.78308776,"palapye wwtp surface water"
"Methasterone","kps_psychoactive_substances_v2",13695899.8331924,"francistown wwtp surface water"
"Methasterone","kps_psychoactive_substances_v2",1371563.27822444,"kasane wwtp (main) surface water"
"Methasterone","kps_psychoactive_substances_v2",160705.689816355,"kasane wwtp (overflow) surface water"
"Methasterone","kps_psychoactive_substances_v2",5821589.24761982,"maun wwtp (main) waste water"
"Methasterone","kps_psychoactive_substances_v2",219669.551620928,"glen valley (reclamation) surface water"
"Methasterone","kps_psychoactive_substances_v2",207345.301373061,"glen valley (recreational) surface water"
"Methohexital","kps_psychoactive_substances_v2",1555079.31036024,"palapye wwtp (eff) waste water"
"Methohexital","kps_psychoactive_substances_v2",2503660.61852037,"francistown wwtp surface water"
"Methohexital","kps_psychoactive_substances_v2",1703083.69775099,"kasane wwtp (overflow) surface water"
"Methohexital","kps_psychoactive_substances_v2",1420796.24597097,"maun beach (after) surface water"
"Methohexital","kps_psychoactive_substances_v2",1544176.95588233,"maun wwtp (main) waste water"
"Methohexital","kps_psychoactive_substances_v2",2347346.43600772,"glen valley (reclamation) surface water"
"Methohexital","kps_psychoactive_substances_v2",6742107.45097032,"glen valley (recreational) surface water"
"Methyldesorphine [INN:BAN:DCF]","kps_psychoactive_substances_v2",3747508.77408007,"palapye wwtp surface water"
"Methyldesorphine [INN:BAN:DCF]","kps_psychoactive_substances_v2",1445590.46542201,"lotsane dam surface water"
"Methyldesorphine [INN:BAN:DCF]","kps_psychoactive_substances_v2",218356.535145823,"kasane (main) surface water"
"Methyldesorphine [INN:BAN:DCF]","kps_psychoactive_substances_v2",206638.567031717,"kasane (recreational) surface water"
"Methylphenidate","kps_psychoactive_substances_v2",4804852.89911618,"francistown wwtp surface water"
"Methylphenidate","kps_psychoactive_substances_v2",588888.083724852,"maun beach (before) surface water"
"Methylphenidate","kps_psychoactive_substances_v2",1334992.3571893,"maun beach (after) surface water"
"Methylphenidate","kps_psychoactive_substances_v2",17879320.5217463,"maun wwtp (main) waste water"
"Methylphenidate","kps_psychoactive_substances_v2",5573121.63721793,"glen valley (reclamation) surface water"
"Methylphenidate","kps_psychoactive_substances_v2",2300253.86355751,"glen valley (recreational) surface water"
"Methyprylon","kps_psychoactive_substances_v2",1131620.90981052,"kasane (recreational) surface water"
"Methyprylon","kps_psychoactive_substances_v2",1030856.34297447,"maun wwtp (main) waste water"
"Moclobemide","kps_psychoactive_substances_v2",6116496.9563784,"francistown wwtp surface water"
"Moclobemide","kps_psychoactive_substances_v2",441411.433231333,"kasane wwtp (main) surface water"
"Moclobemide","kps_psychoactive_substances_v2",3666714.44104909,"kasane wwtp (overflow) surface water"
"Moclobemide","kps_psychoactive_substances_v2",1529316.13576556,"kasane (recreational) surface water"
"Moclobemide","kps_psychoactive_substances_v2",247623.54948185,"maun beach (before) surface water"
"Moclobemide","kps_psychoactive_substances_v2",2199037.31964228,"maun beach (after) surface water"
"Morpheridine [INN:BAN:DCF]","kps_psychoactive_substances_v2",240352.40518465,"lecheng spring surface water"
"Nandrolone decanoate","kps_psychoactive_substances_v2",2958548.68837319,"palapye wwtp (eff) waste water"
"Nandrolone decanoate","kps_psychoactive_substances_v2",4774144.44390102,"palapye wwtp surface water"
"Nimetazepam","kps_psychoactive_substances_v2",4700149.89482851,"palapye wwtp (eff) waste water"
"Nimetazepam","kps_psychoactive_substances_v2",6314948.07067543,"palapye wwtp surface water"
"Nimetazepam","kps_psychoactive_substances_v2",1235696.53078148,"francistown wwtp surface water"
"Noopept","kps_psychoactive_substances_v2",1616469.99650109,"palapye wwtp (eff) waste water"
"Noopept","kps_psychoactive_substances_v2",3113104.05972566,"palapye wwtp surface water"
"Noopept","kps_psychoactive_substances_v2",6903688.39224488,"francistown wwtp surface water"
"Noopept","kps_psychoactive_substances_v2",2134395.35345,"glen valley (reclamation) surface water"
"Normethandrone","kps_psychoactive_substances_v2",2618791.26236122,"maun beach (after) surface water"
"Normethandrone","kps_psychoactive_substances_v2",3196876.93267955,"maun wwtp (main) waste water"
"Normethandrone","kps_psychoactive_substances_v2",1229804.05082819,"glen valley (reclamation) surface water"
"Oxabolone","kps_psychoactive_substances_v2",2019494.52273123,"lecheng stream surface water"
"Oxabolone","kps_psychoactive_substances_v2",1997463.0841087,"lecheng spring surface water"
"Oxabolone","kps_psychoactive_substances_v2",8046807.38579119,"palapye wwtp (eff) waste water"
"Oxabolone","kps_psychoactive_substances_v2",12581126.2403649,"palapye wwtp surface water"
"Oxabolone","kps_psychoactive_substances_v2",3869358.27755456,"lotsane dam surface water"
"Oxabolone","kps_psychoactive_substances_v2",7632817.34518628,"francistown wwtp surface water"
"Oxabolone","kps_psychoactive_substances_v2",3551073.73001986,"kasane wwtp (main) surface water"
"Oxabolone","kps_psychoactive_substances_v2",4859054.54912151,"kasane wwtp (overflow) surface water"
"Oxabolone","kps_psychoactive_substances_v2",12100823.7852215,"kasane (main) surface water"
"Oxabolone","kps_psychoactive_substances_v2",6926725.84445169,"kasane (recreational) surface water"
"Oxabolone","kps_psychoactive_substances_v2",1512142.41038317,"maun beach (before) surface water"
"Oxabolone","kps_psychoactive_substances_v2",8282318.08783514,"maun beach (after) surface water"
"Oxabolone","kps_psychoactive_substances_v2",6519230.45941057,"glen valley (reclamation) surface water"
"Oxabolone","kps_psychoactive_substances_v2",5536269.95694464,"glen valley (recreational) surface water"
"Oxandrolone","kps_psychoactive_substances_v2",3837518.26454692,"palapye wwtp (eff) waste water"
"Oxandrolone","kps_psychoactive_substances_v2",6983834.36863985,"palapye wwtp surface water"
"Oxandrolone","kps_psychoactive_substances_v2",288475.968491146,"lotsane dam surface water"
"Oxandrolone","kps_psychoactive_substances_v2",432399.77250079,"kasane wwtp (main) surface water"
"Oxandrolone","kps_psychoactive_substances_v2",370705.387264254,"kasane wwtp (overflow) surface water"
"Oxandrolone","kps_psychoactive_substances_v2",181829.491676146,"maun beach (after) surface water"
"Oxandrolone","kps_psychoactive_substances_v2",3786000.88443153,"maun wwtp (main) waste water"
"Oxandrolone","kps_psychoactive_substances_v2",715221.21208268,"glen valley (reclamation) surface water"
"Oxandrolone","kps_psychoactive_substances_v2",237946.152135582,"glen valley (recreational) surface water"
"Oxycodone","kps_psychoactive_substances_v2",585341.722308063,"francistown wwtp surface water"
"Oxymesterone","kps_psychoactive_substances_v2",6556487.62099822,"maun beach (after) surface water"
"Oxymorphone","kps_psychoactive_substances_v2",1321716.09025874,"palapye wwtp (eff) waste water"
"Oxymorphone","kps_psychoactive_substances_v2",1624610.47699477,"palapye wwtp surface water"
"Oxymorphone","kps_psychoactive_substances_v2",4663075.09611416,"francistown wwtp surface water"
"Oxymorphone","kps_psychoactive_substances_v2",985298.001920877,"glen valley (reclamation) surface water"
"Pemoline","kps_psychoactive_substances_v2",521691.066370198,"palapye wwtp surface water"
"Pemoline","kps_psychoactive_substances_v2",1721401.79928836,"maun wwtp (main) waste water"
"Pemoline","kps_psychoactive_substances_v2",928618.385622463,"glen valley (recreational) surface water"
"Pentobarbital sodium","kps_psychoactive_substances_v2",143642.627438895,"kasane (main) surface water"
"Pentobarbital sodium","kps_psychoactive_substances_v2",239828.168583503,"maun beach (after) surface water"
"Pentobarbital sodium","kps_psychoactive_substances_v2",229953.482340291,"glen valley (reclamation) surface water"
"Pentylone","kps_psychoactive_substances_v2",726563.208623743,"maun beach (after) surface water"
"Pentylone","kps_psychoactive_substances_v2",1355784.6473184,"glen valley (recreational) surface water"
"Pipradrol","kps_psychoactive_substances_v2",768889.217412713,"kasane wwtp (main) surface water"
"Prazepam","kps_psychoactive_substances_v2",1866310.03714191,"francistown wwtp surface water"
"Proscaline","kps_psychoactive_substances_v2",3749616.29602219,"maun wwtp (main) waste water"
"Psilocybin","kps_psychoactive_substances_v2",761795.301849819,"kasane (recreational) surface water"
"QUPIC","kps_psychoactive_substances_v2",183820.911332489,"kasane (main) surface water"
"QUPIC","kps_psychoactive_substances_v2",119776.370140865,"maun beach (after) surface water"
"Secobarbital","kps_psychoactive_substances_v2",1006638.85461483,"palapye wwtp (eff) waste water"
"Secobarbital","kps_psychoactive_substances_v2",1235281.52990901,"palapye wwtp surface water"
"Secobarbital","kps_psychoactive_substances_v2",2764889.87533693,"francistown wwtp surface water"
"Secobarbital","kps_psychoactive_substances_v2",188229.478325706,"kasane (main) surface water"
"Secobarbital","kps_psychoactive_substances_v2",2927347.27104569,"glen valley (reclamation) surface water"
"Suvorexant","kps_psychoactive_substances_v2",142469.127399873,"lecheng stream surface water"
"Suvorexant","kps_psychoactive_substances_v2",955064.262686683,"palapye wwtp surface water"
"Suvorexant","kps_psychoactive_substances_v2",816090.754566976,"kasane wwtp (main) surface water"
"Suvorexant","kps_psychoactive_substances_v2",2942471.67380391,"maun wwtp (main) waste water"
"Suvorexant","kps_psychoactive_substances_v2",928145.795960089,"glen valley (reclamation) surface water"
"Suvorexant","kps_psychoactive_substances_v2",1773190.32313128,"glen valley (recreational) surface water"
"Tapentadol","kps_psychoactive_substances_v2",4229687.21596955,"palapye wwtp (eff) waste water"
"Tapentadol","kps_psychoactive_substances_v2",5898971.67098806,"palapye wwtp surface water"
"Tapentadol","kps_psychoactive_substances_v2",4153407.02906784,"francistown wwtp surface water"
"Tapentadol","kps_psychoactive_substances_v2",2590291.66736142,"kasane wwtp (main) surface water"
"Tapentadol","kps_psychoactive_substances_v2",943693.817905063,"maun wwtp (main) waste water"
"Tapentadol","kps_psychoactive_substances_v2",7550903.69154305,"glen valley (reclamation) surface water"
"Tapentadol","kps_psychoactive_substances_v2",1379321.86272363,"glen valley (recreational) surface water"
"Testolactone","kps_psychoactive_substances_v2",4804761.04700882,"palapye wwtp (eff) waste water"
"Testolactone","kps_psychoactive_substances_v2",5861415.72923294,"palapye wwtp surface water"
"Tetrahydrogestrinone","kps_psychoactive_substances_v2",3632712.78087593,"palapye wwtp surface water"
"Tetrahydrogestrinone","kps_psychoactive_substances_v2",454037.117725709,"kasane wwtp (main) surface water"
"Tetrazepam","kps_psychoactive_substances_v2",1229348.22411562,"palapye wwtp (eff) waste water"
"Tetrazepam","kps_psychoactive_substances_v2",1305405.06377276,"palapye wwtp surface water"
"Tetrazepam","kps_psychoactive_substances_v2",848978.156358666,"kasane wwtp (main) surface water"
"Tetrazepam","kps_psychoactive_substances_v2",133605.235272684,"maun beach (before) surface water"
"Tetrazepam","kps_psychoactive_substances_v2",1765031.23377839,"maun wwtp (main) waste water"
"Tetrazepam","kps_psychoactive_substances_v2",1790255.91260722,"glen valley (recreational) surface water"
"Thebacon","kps_psychoactive_substances_v2",1981655.96679042,"maun beach (after) surface water"
"Tilidine","kps_psychoactive_substances_v2",3029306.76979942,"lotsane dam surface water"
"Tilidine","kps_psychoactive_substances_v2",381089.130951499,"glen valley (recreational) surface water"
"Tramadol","kps_psychoactive_substances_v2",615126.080040686,"lecheng stream surface water"
"Tramadol","kps_psychoactive_substances_v2",4282858.77962193,"palapye wwtp (eff) waste water"
"Tramadol","kps_psychoactive_substances_v2",5635239.11418257,"palapye wwtp surface water"
"Tramadol","kps_psychoactive_substances_v2",527434.763841438,"lotsane dam surface water"
"Tramadol","kps_psychoactive_substances_v2",4227227.02329752,"francistown wwtp surface water"
"Tramadol","kps_psychoactive_substances_v2",1240592.99050392,"kasane wwtp (main) surface water"
"Tramadol","kps_psychoactive_substances_v2",7346433.00840029,"glen valley (reclamation) surface water"
"Tramadol","kps_psychoactive_substances_v2",4579353.86684155,"glen valley (recreational) surface water"
"Triazolam","kps_psychoactive_substances_v2",678261.77065846,"palapye wwtp (eff) waste water"
"Triazolam","kps_psychoactive_substances_v2",2065427.26629292,"francistown wwtp surface water"
"Triazolam","kps_psychoactive_substances_v2",4776126.68222153,"glen valley (reclamation) surface water"
"Triazolam","kps_psychoactive_substances_v2",1422381.43668572,"glen valley (recreational) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",163726.317498474,"lecheng stream surface water"
"Trimetazidine","kps_psychoactive_substances_v2",352185.201587213,"lecheng spring surface water"
"Trimetazidine","kps_psychoactive_substances_v2",14521153.0761476,"palapye wwtp (eff) waste water"
"Trimetazidine","kps_psychoactive_substances_v2",18123263.8824567,"palapye wwtp surface water"
"Trimetazidine","kps_psychoactive_substances_v2",637379.881866075,"lotsane dam surface water"
"Trimetazidine","kps_psychoactive_substances_v2",27673705.7239246,"francistown wwtp surface water"
"Trimetazidine","kps_psychoactive_substances_v2",646904.205783713,"kasane wwtp (main) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",1348751.5983268,"kasane (main) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",1614972.80843599,"kasane (recreational) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",410383.001265971,"maun beach (before) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",1359223.74985042,"maun beach (after) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",1722915.78272895,"maun wwtp (main) waste water"
"Trimetazidine","kps_psychoactive_substances_v2",5524860.15547273,"glen valley (reclamation) surface water"
"Trimetazidine","kps_psychoactive_substances_v2",6231342.34380997,"glen valley (recreational) surface water"
"URB-597","kps_psychoactive_substances_v2",1129134.66101536,"kasane wwtp (overflow) surface water"
"URB602","kps_psychoactive_substances_v2",1595110.38987335,"maun wwtp (main) waste water"
"Venlafaxine","kps_psychoactive_substances_v2",671389.183934635,"lecheng stream surface water"
"Venlafaxine","kps_psychoactive_substances_v2",957017.644703952,"palapye wwtp (eff) waste water"
"Venlafaxine","kps_psychoactive_substances_v2",230210.740547991,"lotsane dam surface water"
"Venlafaxine","kps_psychoactive_substances_v2",13869184.3578546,"francistown wwtp surface water"
"Venlafaxine","kps_psychoactive_substances_v2",521876.407247861,"kasane wwtp (main) surface water"
"Venlafaxine","kps_psychoactive_substances_v2",272499.874022239,"kasane (main) surface water"
"Venlafaxine","kps_psychoactive_substances_v2",296279.463919796,"kasane (recreational) surface water"
"Venlafaxine","kps_psychoactive_substances_v2",444214.528062265,"maun beach (before) surface water"
"Venlafaxine","kps_psychoactive_substances_v2",2600756.99669189,"maun beach (after) surface water"
"Venlafaxine","kps_psychoactive_substances_v2",4800634.33414295,"maun wwtp (main) waste water"
"Venlafaxine","kps_psychoactive_substances_v2",727620.678595496,"glen valley (reclamation) surface water"
"Venlafaxine","kps_psychoactive_substances_v2",1045805.48110867,"glen valley (recreational) surface water"
"Zopiclone","kps_psychoactive_substances_v2",1498274.67994446,"lecheng stream surface water"
"Zopiclone","kps_psychoactive_substances_v2",888562.032355204,"francistown wwtp surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",322739.170656111,"lecheng stream surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",934207.352978368,"lecheng spring surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",1431627.25953072,"palapye wwtp (eff) waste water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",1309829.63837148,"palapye wwtp surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",2391668.17517249,"lotsane dam surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",8513463.39665676,"francistown wwtp surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",2157527.43420279,"kasane wwtp (main) surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",4980162.14908077,"kasane (main) surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",4608118.8818548,"kasane (recreational) surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",1282924.95805495,"maun beach (before) surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",2368528.34735917,"maun beach (after) surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",5321806.80992819,"maun wwtp (main) waste water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",9964346.9595223,"glen valley (reclamation) surface water"
"alpha-pyrrolidinovalerophenone","kps_psychoactive_substances_v2",12150449.3625728,"glen valley (recreational) surface water"
"beta-Hydroxythiofentanyl","kps_psychoactive_substances_v2",759261.868556176,"kasane wwtp (overflow) surface water"
