"name","sample_location","mass_list_name","mean_area"
"(+)-ar-Turmerone","feedpump","mz_cloud",873217.33215188
"(+)-ar-Turmerone","newdry","mz_cloud",10255456.0496695
"(+)-ar-Turmerone","olddry","mz_cloud",7593422.11600101
"(+/-)-Cannabichromeorcin","centrin","mz_cloud",9741451.66820529
"(+/-)-Cannabichromeorcin","control","mz_cloud",1878173.76236341
"(+/-)-Cannabichromeorcin","feedpump","mz_cloud",8563350.28861379
"(+/-)-Cannabichromeorcin","mix","mz_cloud",14053569.5304173
"(+/-)-Cannabichromeorcin","newdry","mz_cloud",4350010.35425113
"(+/-)-Cannabichromeorcin","olddry","mz_cloud",4118610.38585115
"(+/-)5(6)-EET Ethanolamide","centrin","mz_cloud",38243241.4375373
"(+/-)5(6)-EET Ethanolamide","digesterC","mz_cloud",8416590.04692555
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","centrin","mz_cloud",21111772.4237733
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","digesterA","mz_cloud",19069672.0055596
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","digesterB","mz_cloud",61059061.5382219
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","digesterC","mz_cloud",32464428.8038197
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","digesterD","mz_cloud",24599430.3865108
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","feedpump","mz_cloud",9231694.2613766
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","newdry","mz_cloud",23460278.6632311
"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","olddry","mz_cloud",23951595.51867
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","centrin","mz_cloud",13971997.4448367
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","digesterA","mz_cloud",22141052.2025619
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","digesterB","mz_cloud",30835057.0366575
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","digesterC","mz_cloud",20348904.4636025
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","digesterD","mz_cloud",24727384.4312155
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","feedpump","mz_cloud",6681823.05070649
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","newdry","mz_cloud",27143164.5070127
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one","olddry","mz_cloud",12765307.8119313
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","digesterA","mz_cloud",5806209.39323752
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","digesterC","mz_cloud",4317155.07788455
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","mix","mz_cloud",6117025.72106343
"(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide","control","mz_cloud",13330699.6925245
"(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide","mix","mz_cloud",9560236.022145
"(2E,6E)-10,11,15,19,23,27,31,35-Octahydroxy-3,7,11,15,19,23,27,31,35-nonamethyl-2,6-hexatriacontadien-1-yl hexopyranoside","control","mz_cloud",9261050.90551984
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","centrin","mz_cloud",8292410.99489305
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","control","mz_cloud",26233766.0055244
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","digesterC","mz_cloud",5840109.44470923
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","digesterD","mz_cloud",27710677.0519574
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","feedpump","mz_cloud",11814541.3847212
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","newdry","mz_cloud",24042443.0956465
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","olddry","mz_cloud",36976733.3862024
"(2S,3S)-2-[(1E,3S,4R)-3,4-dihydroxypent-1-en-1-yl]-6-oxo-3,6-dihydro-2H-pyran-3-yl (2E)-2-methylbut-2-enoate","control","mz_cloud",31570332.2402283
"(4-benzoylpiperidino)[4-(tert-butyl)phenyl]methanone","mix","mz_cloud",3283714.08182714
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","control","mz_cloud",11218026.1993683
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","feedpump","mz_cloud",6176373.85303154
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","mix","mz_cloud",6251767.8860586
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","olddry","mz_cloud",4939182.89038482
"1,3-Diphenylacetone","centrin","mz_cloud",4663664.03930933
"1,3-Diphenylacetone","control","mz_cloud",59943680.5881782
"1,3-Diphenylacetone","digesterB","mz_cloud",3717512.33812122
"1,3-Diphenylacetone","mix","mz_cloud",33188955.8827613
"1,4-dihydroxyheptadec-16-en-2-yl acetate","centrin","mz_cloud",5565623.50404017
"1,4-dihydroxyheptadec-16-en-2-yl acetate","digesterB","mz_cloud",4000222.06520204
"1,4-dihydroxyheptadec-16-en-2-yl acetate","digesterC","mz_cloud",6920783.9299904
"1,4-dihydroxyheptadec-16-en-2-yl acetate","digesterD","mz_cloud",6348075.22314036
"1,4-dihydroxyheptadec-16-en-2-yl acetate","feedpump","mz_cloud",5798539.58803281
"1,4-dihydroxyheptadec-16-en-2-yl acetate","newdry","mz_cloud",6327135.62222432
"1,4-dihydroxyheptadec-16-en-2-yl acetate","olddry","mz_cloud",9691692.84607157
"1-(piperidinomethyl)-2-naphthol","control","mz_cloud",7249795.20961999
"1-(piperidinomethyl)-2-naphthol","feedpump","mz_cloud",5990954.38046375
"1-Dodecyl-2-pyrrolidinone","centrin","mz_cloud",1839763938.33376
"1-Dodecyl-2-pyrrolidinone","control","mz_cloud",1511886884.0101
"1-Dodecyl-2-pyrrolidinone","digesterA","mz_cloud",1326748060.1014
"1-Dodecyl-2-pyrrolidinone","digesterB","mz_cloud",858758696.277102
"1-Dodecyl-2-pyrrolidinone","digesterC","mz_cloud",801452766.168362
"1-Dodecyl-2-pyrrolidinone","digesterD","mz_cloud",861543088.232838
"1-Dodecyl-2-pyrrolidinone","feedpump","mz_cloud",535216721.929229
"1-Dodecyl-2-pyrrolidinone","mix","mz_cloud",2056232384.94109
"1-Dodecyl-2-pyrrolidinone","newdry","mz_cloud",1155163547.89902
"1-Dodecyl-2-pyrrolidinone","olddry","mz_cloud",1288523058.79443
"1-Linoleoyl glycerol","centrin","mz_cloud",9973285.31454504
"1-Linoleoyl glycerol","digesterA","mz_cloud",8373135.95314277
"1-Linoleoyl glycerol","digesterB","mz_cloud",8027384.49660938
"1-Linoleoyl glycerol","feedpump","mz_cloud",8375116.7068566
"1-Linoleoyl glycerol","newdry","mz_cloud",6201015.0822685
"1-Naphthol","mix","mz_cloud",4514270.99789652
"1-Pentyl-1H-indole-3-carboxylic acid","centrin","mz_cloud",849344.506826716
"1-Pentyl-1H-indole-3-carboxylic acid","digesterB","mz_cloud",6104690.739974
"1-Pentyl-1H-indole-3-carboxylic acid","digesterC","mz_cloud",738627.590199529
"1-Pentyl-1H-indole-3-carboxylic acid","newdry","mz_cloud",6694790.46942359
"1-Pentyl-1H-indole-3-carboxylic acid","olddry","mz_cloud",5787570.30615941
"1-Tetradecylamine","centrin","mz_cloud",540388448.055986
"1-Tetradecylamine","control","mz_cloud",61768632.487806
"1-Tetradecylamine","digesterA","mz_cloud",367585371.489878
"1-Tetradecylamine","digesterB","mz_cloud",188916499.085562
"1-Tetradecylamine","digesterC","mz_cloud",810972852.396949
"1-Tetradecylamine","digesterD","mz_cloud",914261734.381226
"1-Tetradecylamine","feedpump","mz_cloud",5821540267.14111
"1-Tetradecylamine","mix","mz_cloud",201907021.400338
"1-Tetradecylamine","newdry","mz_cloud",635092750.302864
"1-Tetradecylamine","olddry","mz_cloud",207781914.622757
"1-[2-Hydroxy-3-(phenylthio)propyl]piperidine-4-carboxamide","mix","mz_cloud",1109440.34025034
"1-ethyl-4-(2-phenylethynyl)piperidin-4-ol","feedpump","mz_cloud",8927155.50637613
"10-HDA","control","mz_cloud",18589872.5460438
"10-HDA","digesterB","mz_cloud",4439270.40153845
"10-HDA","feedpump","mz_cloud",9785873.27523394
"10-HDA","mix","mz_cloud",4649195.96853958
"10-[(acetyloxy)methyl]-6-formyl-3-methylidene-2-oxo-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-4-yl 2-methylbutanoate","mix","mz_cloud",30984590.2460336
"11(Z),14(Z),17(Z)-Eicosatrienoic acid","feedpump","mz_cloud",25410406.9010097
"11,13-Dihydroxy-4-methyl-4,5,6,7,8,9-hexahydro-2H-3-benzoxacyclododecine-2,10(1H)-dione","centrin","mz_cloud",4883043.36582575
"11,13-Dihydroxy-4-methyl-4,5,6,7,8,9-hexahydro-2H-3-benzoxacyclododecine-2,10(1H)-dione","digesterD","mz_cloud",3155523.99568371
"11,13-Dihydroxy-4-methyl-4,5,6,7,8,9-hexahydro-2H-3-benzoxacyclododecine-2,10(1H)-dione","newdry","mz_cloud",5249775.7909185
"11,13-Dihydroxy-4-methyl-4,5,6,7,8,9-hexahydro-2H-3-benzoxacyclododecine-2,10(1H)-dione","olddry","mz_cloud",5615110.53034103
"12-Oxo phytodienoic acid","centrin","mz_cloud",2037143.48256959
"12-Oxo phytodienoic acid","digesterB","mz_cloud",3379819.42817739
"12-Oxo phytodienoic acid","feedpump","mz_cloud",9791165.23868497
"12-Oxo phytodienoic acid","newdry","mz_cloud",37877932.8287268
"13(S)-HOTrE","feedpump","mz_cloud",7957450.46583698
"15-Crown-5","newdry","mz_cloud",14459475.000104
"16-Heptadecyne-1,2,4-triol","centrin","mz_cloud",8104976.71876887
"16-Heptadecyne-1,2,4-triol","control","mz_cloud",6411203.618001
"16-Heptadecyne-1,2,4-triol","digesterA","mz_cloud",7429872.552785
"16-Heptadecyne-1,2,4-triol","digesterB","mz_cloud",5872746.74811895
"16-Heptadecyne-1,2,4-triol","feedpump","mz_cloud",5460489.91007626
"16-Heptadecyne-1,2,4-triol","newdry","mz_cloud",5126778.97432413
"16-Heptadecyne-1,2,4-triol","olddry","mz_cloud",5087321.0393814
"17α-Methyl-androstan-3-hydroxyimine-17β-ol","digesterA","mz_cloud",72845219.5418495
"17α-Methyl-androstan-3-hydroxyimine-17β-ol","digesterB","mz_cloud",20088444.4166573
"2,2,6,6-Tetramethyl-4-piperidinol","centrin","mz_cloud",19842517.738855
"2,2,6,6-Tetramethyl-4-piperidinol","control","mz_cloud",31680128.9896006
"2,2,6,6-Tetramethyl-4-piperidinol","digesterA","mz_cloud",27917020.3763964
"2,2,6,6-Tetramethyl-4-piperidinol","digesterB","mz_cloud",18288566.3766142
"2,2,6,6-Tetramethyl-4-piperidinol","digesterC","mz_cloud",17233508.4094781
"2,2,6,6-Tetramethyl-4-piperidinol","digesterD","mz_cloud",22249561.9570164
"2,2,6,6-Tetramethyl-4-piperidinol","feedpump","mz_cloud",23148936.6617528
"2,2,6,6-Tetramethyl-4-piperidinol","mix","mz_cloud",6458523.6509
"2,2,6,6-Tetramethyl-4-piperidinol","newdry","mz_cloud",10576121.6858293
"2,2,6,6-Tetramethyl-4-piperidinol","olddry","mz_cloud",25235796.4120699
"2,5-Anhydro-4,6-dideoxy-6-{[(1-methyl-1H-pyrazol-4-yl)carbonyl]amino}-4-(4-phenyl-1-piperazinyl)-D-galactitol","centrin","mz_cloud",9275192.36691307
"2,5-Anhydro-4,6-dideoxy-6-{[(1-methyl-1H-pyrazol-4-yl)carbonyl]amino}-4-(4-phenyl-1-piperazinyl)-D-galactitol","digesterB","mz_cloud",5711250.29594947
"2,5-Anhydro-4,6-dideoxy-6-{[(1-methyl-1H-pyrazol-4-yl)carbonyl]amino}-4-(4-phenyl-1-piperazinyl)-D-galactitol","digesterC","mz_cloud",6121892.67144204
"2-(1,3-benzodioxol-5-yl)-7-ethylimidazo[1,2-a]pyridine","digesterA","mz_cloud",4694601.11093566
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","mix","mz_cloud",212273955.101166
"2-Aminooctadec-4-yne-1,3-diol","centrin","mz_cloud",3410550.20309703
"2-Aminooctadec-4-yne-1,3-diol","digesterC","mz_cloud",4138387.50214541
"2-Aminooctadec-4-yne-1,3-diol","digesterD","mz_cloud",4498194.54132718
"2-Aminooctadec-4-yne-1,3-diol","feedpump","mz_cloud",57532589.5672663
"2-Aminooctadec-4-yne-1,3-diol","mix","mz_cloud",2901072.96602995
"2-Aminooctadec-4-yne-1,3-diol","newdry","mz_cloud",10759786.8335095
"2-Aminooctadec-4-yne-1,3-diol","olddry","mz_cloud",4985818.01715335
"2-Arachidonoyl glycerol","digesterD","mz_cloud",6613917.13419146
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","centrin","mz_cloud",39948401.817329
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","digesterA","mz_cloud",58723526.5126447
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","digesterB","mz_cloud",53616559.4411878
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","digesterC","mz_cloud",73648860.1256003
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","feedpump","mz_cloud",90585179.0245279
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","newdry","mz_cloud",30786808.4721785
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","olddry","mz_cloud",18654672.7791806
"2-Hydroxybenzothiazole","digesterA","mz_cloud",176288203.782019
"2-Hydroxybenzothiazole","digesterB","mz_cloud",34835677.4788354
"2-Methylbenzophenone","control","mz_cloud",1406439.38060648
"2-Methylbenzophenone","mix","mz_cloud",5137704.15808311
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","centrin","mz_cloud",23897510.4698943
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","control","mz_cloud",38506670.657534
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","digesterA","mz_cloud",6863535.76801352
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","digesterB","mz_cloud",46440617.1287272
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","digesterD","mz_cloud",35156125.8081411
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","feedpump","mz_cloud",14457767.4798825
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","mix","mz_cloud",26329641.8103345
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","newdry","mz_cloud",16401152.913635
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","olddry","mz_cloud",42659599.0849308
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-methoxy-1H-benzimidazole","digesterA","mz_cloud",15012205.9532436
"2-benzylideneindan-1-one","centrin","mz_cloud",29467699.2676996
"2-benzylideneindan-1-one","control","mz_cloud",54574590.4696116
"2-benzylideneindan-1-one","mix","mz_cloud",8609290.38716431
"2-piperidinobenzoic acid","mix","mz_cloud",28065810.7732075
"25iP-NBOMe","feedpump","mz_cloud",8181239.23845789
"3,3,5,5-Tetramethylpyrroline-N-oxide","control","mz_cloud",15220417.0511326
"3,3,5,5-Tetramethylpyrroline-N-oxide","digesterB","mz_cloud",2703263.98981794
"3,3,5,5-Tetramethylpyrroline-N-oxide","digesterD","mz_cloud",10493289.9597441
"3,3,5,5-Tetramethylpyrroline-N-oxide","feedpump","mz_cloud",14058583.168023
"3,3,5,5-Tetramethylpyrroline-N-oxide","mix","mz_cloud",11615994.0545784
"3,5-Dimethyl-1-phenylpyrazole","digesterC","mz_cloud",16887406.2882005
"3,5-Dimethyl-1-phenylpyrazole","digesterD","mz_cloud",17061566.4168146
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","centrin","mz_cloud",111896015.151052
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","control","mz_cloud",98415224.9256535
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","digesterB","mz_cloud",56838872.0039551
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","feedpump","mz_cloud",44950835.8878688
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","mix","mz_cloud",90629126.548328
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","olddry","mz_cloud",60906654.50444
"3-(3,4,5-trimethoxyphenyl)propanoic acid","digesterB","mz_cloud",22185120.2307653
"3-Carboxymedetomidine","centrin","mz_cloud",11539419.7661062
"3-Carboxymedetomidine","digesterB","mz_cloud",10417170.5715813
"3-Carboxymedetomidine","olddry","mz_cloud",7641399.55280989
"3-Hydroxycyclobenzaprine","digesterA","mz_cloud",21013931.3470751
"3-Hydroxycyclobenzaprine","digesterB","mz_cloud",28932192.8613686
"3-[(2H-1,3-benzodioxol-5-yl)methyl]-4-[(3,4-dimethoxyphenyl)methyl]oxolan-2-one","olddry","mz_cloud",2965509.67360398
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","centrin","mz_cloud",12823767.2315003
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","digesterC","mz_cloud",10306028.482012
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","digesterD","mz_cloud",6435971.37427644
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","feedpump","mz_cloud",51922416.4829675
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","newdry","mz_cloud",16049973.4404969
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","olddry","mz_cloud",15562035.1923221
"4'-Methyl-α-pyrrolidinopropiophenone","control","mz_cloud",17645030.5015062
"4'-Methyl-α-pyrrolidinopropiophenone","feedpump","mz_cloud",15261263.0758244
"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","olddry","mz_cloud",17417777.2667257
"4-Methoxy PV9","digesterA","mz_cloud",19600677.8466393
"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","centrin","mz_cloud",23747431.2667738
"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","digesterA","mz_cloud",26369883.6816593
"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","feedpump","mz_cloud",9836061.27087744
"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","newdry","mz_cloud",12890915.4900963
"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","olddry","mz_cloud",255856613.470628
"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","centrin","mz_cloud",502523.706349261
"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","digesterD","mz_cloud",479956.522757305
"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","newdry","mz_cloud",4023452.11516593
"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","olddry","mz_cloud",27116940.3084395
"4-amino-1-phenyl-6-(phenylimino)-1,2,5,6-tetrahydro-1,3,5-triazin-2-one","olddry","mz_cloud",9221559.57395578
"4-chloro-2-(1H-pyrazol-3-yl)phenol","centrin","mz_cloud",3030204.56651156
"4-chloro-2-(1H-pyrazol-3-yl)phenol","control","mz_cloud",761860.655759749
"4-chloro-2-(1H-pyrazol-3-yl)phenol","feedpump","mz_cloud",2577289.80523051
"4-chloro-2-(1H-pyrazol-3-yl)phenol","mix","mz_cloud",532929.083242723
"4-hydroxy-1-phenyl-1,2-dihydroquinolin-2-one","olddry","mz_cloud",7188610.76414287
"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","olddry","mz_cloud",2362619.46418481
"4-{5-[(3R,4S,6R)-6-(Aminomethyl)-1-azabicyclo[2.2.2]oct-3-yl]-1-methyl-1H-pyrazol-3-yl}-N,N-dimethylaniline","centrin","mz_cloud",4100501.3872794
"4-{5-[(3R,4S,6R)-6-(Aminomethyl)-1-azabicyclo[2.2.2]oct-3-yl]-1-methyl-1H-pyrazol-3-yl}-N,N-dimethylaniline","feedpump","mz_cloud",6199180.42366361
"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","centrin","mz_cloud",3365942.57993632
"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","digesterC","mz_cloud",6154049.09596882
"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","feedpump","mz_cloud",12287812.4210255
"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","newdry","mz_cloud",6593121.87945964
"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","olddry","mz_cloud",6562968.56674359
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","centrin","mz_cloud",51137674.0070094
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","control","mz_cloud",1698294.24701269
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","digesterA","mz_cloud",37148096.2120638
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","digesterB","mz_cloud",124094879.125635
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","digesterC","mz_cloud",50642115.9392146
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","digesterD","mz_cloud",182137220.722198
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","feedpump","mz_cloud",150347962.890677
